,0,1,2,3,4,5,6,7,8,9,10
0,ZeroR,0.21298711008202573,0.7205030013314075,0.9360672335271003,4.230984524662128e-41,1.876405596736921e-49,2.6913447938081643e-47,5.020092154149025e-56,3.147893828781737e-56,1.1876387847931324e-47,2.3451568183453915e-56
1,0.13275145392086735,Aleatório,0.4477923601738687,0.4501800052762951,1.8027022297457182e-35,1.6337208472858406e-43,1.747134710559609e-42,6.668247015847463e-45,8.182986375289807e-45,5.629273835485573e-41,9.50984335877853e-44
2,0.5201038171154688,0.5025294154572133,Aleatório Estratificado,0.8705387485143075,8.130593616633075e-39,2.0382882454329294e-44,3.139849499013341e-41,4.732998421612673e-47,5.7782845483256215e-47,3.1230082539675574e-43,1.2197257581638718e-46
3,0.9898634492775674,0.24072720039351514,0.7604807959104533,OneR Probabilístico,4.4530517145391256e-39,1.8647244158329855e-42,1.583447862220574e-44,7.827829375746885e-46,4.19322276242945e-45,2.527168259191362e-42,5.939309063970243e-47
4,1.7083716990437344e-06,1.7311263949197288e-06,1.7245993818153558e-06,1.7289484360195754e-06,Naive Bayes Gaussiano,2.825726564137826e-22,1.1007987335837256e-18,8.456757158893541e-26,2.6715261334049914e-25,2.74876296696021e-13,2.7815276902347355e-25
5,1.7159286750586906e-06,1.7224282827430733e-06,1.7256857880058036e-06,1.7191759138770554e-06,1.7180929312456739e-06,KmeansCentroides,1.5573622610750655e-10,1.5723761270591422e-09,1.9145223328784266e-10,1.4964450723110918e-17,2.838831325277941e-08
6,1.7019164327509632e-06,1.7256857880058036e-06,1.7256857880058036e-06,1.7159286750586906e-06,1.726772765612998e-06,2.303324002246204e-06,KGACentroides,6.436890388092222e-18,9.054930295672536e-18,7.038730356004337e-11,2.436346128875686e-16
7,1.6890670049981201e-06,1.7256857880058036e-06,1.705141514598868e-06,1.7235135468062213e-06,1.7213435893906393e-06,3.994365051696931e-06,1.7083716990437344e-06,Knn,0.10757135038735585,4.308453955729197e-22,0.4533371937226369
8,1.6762987141123665e-06,1.7180929312456739e-06,1.7170105183845441e-06,1.7289484360195754e-06,1.7224282827430733e-06,2.8457538497207515e-06,1.7170105183845441e-06,0.12608300007859477,DistKnn,9.506996998832258e-22,0.9979666034247148
9,1.712686559944352e-06,1.7289484360195754e-06,1.6944110497108883e-06,1.7180929312456739e-06,2.5561870245802228e-06,1.7256857880058036e-06,2.835618443489817e-06,1.7235135468062213e-06,1.7180929312456739e-06,Árvore de Decisão,1.8292015564429304e-22
10,1.6805458207281375e-06,1.7278603148724103e-06,1.7224282827430733e-06,1.7278603148724103e-06,1.7202594665136766e-06,8.948052403154308e-06,1.7159286750586906e-06,0.6355484828137568,0.8224407064924744,1.7213435893906393e-06,Florestas de Árvores
